Rank,Name,Cause_of_Death,Date,Year,Month,Day,Department,State,K9_Unit
Deputy Sheriff,Darden Hollis,Gunfire,"Wednesday, January 1, 1975",1975,January,Wednesday,"Los Angeles County Sheriff's Department, CA",California,0
Patrolman,Daniel E. Howard,Automobile crash,"Wednesday, January 1, 1975",1975,January,Wednesday,"Chicago Police Department, IL",Illinois,0
Patrolman,Donald E. Andrews,Automobile crash,"Wednesday, January 1, 1975",1975,January,Wednesday,"Chicago Police Department, IL",Illinois,0
Police Officer,Russell D. Mestdagh,Gunfire,"Thursday, January 2, 1975",1975,January,Thursday,"Kansas City Police Department, MO",Missouri,0
Police Officer,Michael W. McConnon,Gunfire,"Friday, January 3, 1975",1975,January,Friday,"New York City Police Department, NY",New York,0
Agent,Ronald Ernest Haskell,Assault,"Saturday, January 4, 1975",1975,January,Saturday,"Nevada Division of Investigation and Narcotics, NV",Nevada,0
Policeman,Rafael Iglesias-Nieva,Drowned,"Sunday, January 5, 1975",1975,January,Sunday,"Puerto Rico Police Department, PR",Puerto Rico,0
Officer,Robert A. Phillips,Motorcycle crash,"Monday, January 6, 1975",1975,January,Monday,"California Highway Patrol, CA",California,0
Detective,Samuel Milton Guy,Gunfire,"Tuesday, January 7, 1975",1975,January,Tuesday,"Atlanta Police Department, GA",Georgia,0
Deputy Marshal,Ronald Alfred Parker,Gunfire,"Sunday, January 12, 1975",1975,January,Sunday,"St. Augustine Beach Police Department, FL",Florida,0
Sergeant,John Francis Crowley,Exposure to toxins,"Sunday, January 12, 1975",1975,January,Sunday,"Englewood Police Department, NJ",New Jersey,0
Police Officer,Michael Ian McDougal,Motorcycle crash,"Sunday, January 19, 1975",1975,January,Sunday,"Los Angeles Police Department, CA",California,0
Corporal,Paul James Walters,Struck by vehicle,"Sunday, January 19, 1975",1975,January,Sunday,"Silver Spring Township Police Department, PA",Pennsylvania,0
Lieutenant,Harold V. Atkinson,Stabbed,"Monday, January 20, 1975",1975,January,Monday,"Missouri Department of Corrections, MO",Missouri,0
Police Officer,Joseph R. Garcia,Gunfire,"Monday, January 20, 1975",1975,January,Monday,"New York City Police Department, NY",New York,0
Police Officer,William E. Smith,Gunfire,"Thursday, January 23, 1975",1975,January,Thursday,"Denver Police Department, CO",Colorado,0
Deputy Sheriff,"Samuel Parker, Jr.",Motorcycle crash,"Thursday, January 23, 1975",1975,January,Thursday,"Orange County Sheriff's Office, FL",Florida,0
Police Officer,John P. Scala,Gunfire,"Friday, January 24, 1975",1975,January,Friday,"New York City Police Department, NY",New York,0
Chief Deputy Sheriff,Allen Kay O'Neal,Gunfire,"Saturday, January 25, 1975",1975,January,Saturday,"Crawford County Sheriff's Office, GA",Georgia,0
Patrolman,Wayne W. Olson,Gunfire,"Sunday, January 26, 1975",1975,January,Sunday,"Summit Township Police Department, WI",Wisconsin,0
Patrolman,"Robert E. Rocky Atkins, Jr.",Gunfire,"Sunday, January 26, 1975",1975,January,Sunday,"Summit Township Police Department, WI",Wisconsin,0
Police Officer,John Terrell Bamsch,Gunfire,"Thursday, January 30, 1975",1975,January,Thursday,"Houston Police Department, TX",Texas,0
Lieutenant,"Rufus Frank Looper, III",Gunfire,"Saturday, February 1, 1975",1975,February,Saturday,"Greenville County Sheriff's Office, SC",South Carolina,0
Patrolman,Billy W. Blackwell,Gunfire,"Saturday, February 1, 1975",1975,February,Saturday,"Lewisburg Police Department, TN",Tennessee,0
Police Officer,"Frank I. Bugdin, Jr.",Gunfire,"Sunday, February 2, 1975",1975,February,Sunday,"New York City Police Department, NY",New York,0
Patrolman,Jessie J. Brown,Gunfire (Inadvertent),"Tuesday, February 11, 1975",1975,February,Tuesday,"Chicago Police Department, IL",Illinois,0
Patrolman,William E. Sheehan,Gunfire,"Tuesday, February 11, 1975",1975,February,Tuesday,"Westwood Police Department, MA",Massachusetts,0
Patrolman,Robert F. Hand,Vehicle pursuit,"Tuesday, February 11, 1975",1975,February,Tuesday,"Cranford Police Department, NJ",New Jersey,0
Officer,Kenneth A. Lenerville,Gunfire,"Saturday, February 15, 1975",1975,February,Saturday,"Reeder Police Department, ND",North Dakota,0
City Marshal,William Henry Kitson,Gunfire,"Thursday, February 20, 1975",1975,February,Thursday,"Silex Police Department, MO",Missouri,0
Patrolman,Clyde A. Rusty Walters,Gunfire,"Thursday, February 20, 1975",1975,February,Thursday,"Elko Police Department, NV",Nevada,0
Deputy Sheriff,"Jessie James Blevins, Jr.",Gunfire,"Friday, February 21, 1975",1975,February,Friday,"Monroe County Sheriff's Office, WV",West Virginia,0
Patrolman,Irvin C. L. Starling,Gunfire,"Saturday, February 22, 1975",1975,February,Saturday,"Attalla Police Department, AL",Alabama,0
Police Officer,Richard P. Burns,Gunfire,"Sunday, February 23, 1975",1975,February,Sunday,"Newark Police Department, NJ",New Jersey,0
Trooper,"William Ronnie Brooks, III",Gunfire,"Thursday, February 27, 1975",1975,February,Thursday,"Arkansas State Police, AR",Arkansas,0
Detective,"Joseph R. Tardiff, Jr.",Gunfire,"Friday, February 28, 1975",1975,February,Friday,"New Orleans Police Department, LA",Louisiana,0
Correctional Officer,Donald F. Reis,Stabbed,"Friday, February 28, 1975",1975,February,Friday,"United States Department of Justice - Federal Bureau of Prisons, US",United States,0
Special Agent,James Maurice Bostick,Gunfire,"Sunday, March 2, 1975",1975,March,Sunday,"Illinois Central Gulf Railroad Police Department, RR",United States,0
Police Officer,Robert J. Rogerson,Struck by vehicle,"Monday, March 3, 1975",1975,March,Monday,"New York City Police Department, NY",New York,0
Patrolman,Michael Joseph Saulin,Automobile crash,"Tuesday, March 4, 1975",1975,March,Tuesday,"Upper Merion Township Police Department, PA",Pennsylvania,0
Lieutenant,Orville Lee Ventling,Stabbed,"Tuesday, March 4, 1975",1975,March,Tuesday,"Wyoming Department of Corrections, WY",Wyoming,0
Patrolman,James Lonchiadis,Gunfire,"Wednesday, March 5, 1975",1975,March,Wednesday,"Shrewsbury Police Department, MA",Massachusetts,0
Deputy Sheriff,William D. Simmons,Gunfire,"Saturday, March 8, 1975",1975,March,Saturday,"Sangamon County Sheriff's Office, IL",Illinois,0
Officer,Murray F. Olsen,Gunfire,"Sunday, March 9, 1975",1975,March,Sunday,"Los Angeles County Department of Health Services, CA",California,0
Patrolman,John Sherba,Vehicular assault,"Thursday, March 13, 1975",1975,March,Thursday,"Bell Acres Borough Police Department, PA",Pennsylvania,0
Police Officer,George Willard McGaughey,Gunfire,"Saturday, March 15, 1975",1975,March,Saturday,"Montgomery Police Department, AL",Alabama,0
Police Officer,James B. Watts,Gunfire,"Saturday, March 15, 1975",1975,March,Saturday,"Detroit Police Department, MI",Michigan,0
Deputy Sheriff,Dennis Simmons,Heart attack,"Sunday, March 16, 1975",1975,March,Sunday,"Hyde County Sheriff's Office, NC",North Carolina,0
Patrolman,Gordon Nicholas Smith,Automobile crash,"Sunday, March 16, 1975",1975,March,Sunday,"Boonton Police Department, NJ",New Jersey,0
Correctional Officer,Ronald A. Barnes,Assault,"Sunday, March 16, 1975",1975,March,Sunday,"Virginia Department of Corrections, VA",Virginia,0
Patrolman,Kenneth Gordon Pine,Vehicular assault,"Monday, March 17, 1975",1975,March,Monday,"Grosse Pointe Farms Department of Public Safety, MI",Michigan,0
Patrolman,Hugh Everette Eubanks,Gunfire,"Monday, March 17, 1975",1975,March,Monday,"Bolivar Police Department, TN",Tennessee,0
Deputy Sheriff,"Willis Herman Ferguson, Sr.",Vehicular assault,"Tuesday, March 18, 1975",1975,March,Tuesday,"Henry County Sheriff's Office, VA",Virginia,0
Deputy Sheriff,Marlin S. Stephens,Gunfire,"Friday, March 21, 1975",1975,March,Friday,"Miller County Sheriff's Office, GA",Georgia,0
Police Officer,James Joseph Doyle,Gunfire,"Sunday, March 23, 1975",1975,March,Sunday,"Ventura County Community College District Police Department, CA",California,0
Police Officer,Joseph F. Higgins,Heart attack,"Sunday, March 23, 1975",1975,March,Sunday,"Chicago Police Department, IL",Illinois,0
Sergeant,Rafael R. Rivera-Rivera,Gunfire (Inadvertent),"Sunday, March 23, 1975",1975,March,Sunday,"Puerto Rico Police Department, PR",Puerto Rico,0
Chief of Police,Robert G. Sparks,Gunfire,"Tuesday, March 25, 1975",1975,March,Tuesday,"Glenolden Borough Police Department, PA",Pennsylvania,0
Patrolman,Donald R. Aleshire,Gunfire,"Friday, March 28, 1975",1975,March,Friday,"Mount Holly Police Department, NJ",New Jersey,0
Officer,William C. Wurst,Gunfire,"Friday, March 28, 1975",1975,March,Friday,"Hainesport Police Department, NJ",New Jersey,0
Police Officer,Phillip Nick Lopez,Gunfire,"Tuesday, April 1, 1975",1975,April,Tuesday,"United States Department of the Interior - Bureau of Indian Affairs - Division of Law Enforcement, US",United States,0
Night Marshal,Carter Lee Curry,Gunfire,"Wednesday, April 2, 1975",1975,April,Wednesday,"Doddsville Police Department, MS",Mississippi,0
Officer,Warren David Jones,Gunfire,"Saturday, April 5, 1975",1975,April,Saturday,"Sarasota City Police Department, FL",Florida,0
Police Officer,Alan H. Lewin,Vehicular assault,"Thursday, April 10, 1975",1975,April,Thursday,"Philadelphia Police Department, PA",Pennsylvania,0
Deputy Sheriff,Roy Hugo Dirks,Gunfire,"Friday, April 11, 1975",1975,April,Friday,"Lane County Sheriff's Office, OR",Oregon,0
Police Officer,James Kenneth Armstrong,Gunfire,"Tuesday, April 15, 1975",1975,April,Tuesday,"Bensalem Township Police Department, PA",Pennsylvania,0
Trooper,Lewis Edward Phillips,Automobile crash,"Wednesday, April 16, 1975",1975,April,Wednesday,"Indiana State Police, IN",Indiana,0
Deputy Sheriff,Archie T. Wahab,Heart attack,"Wednesday, April 16, 1975",1975,April,Wednesday,"Hyde County Sheriff's Office, NC",North Carolina,0
Detective,Wayne Bradford McClelland,Vehicular assault,"Thursday, April 17, 1975",1975,April,Thursday,"St. Louis County Police Department, MO",Missouri,0
Chief Deputy Sheriff,Albert Edwin Cooke,Gunfire,"Friday, April 18, 1975",1975,April,Friday,"Waller County Sheriff's Office, TX",Texas,0
Patrolman,William J. Cady,Vehicular assault,"Saturday, April 19, 1975",1975,April,Saturday,"South Plainfield Police Department, NJ",New Jersey,0
Deputy Sheriff,Andrew Edward Vertolli,Automobile crash,"Saturday, April 19, 1975",1975,April,Saturday,"Stark County Sheriff's Office, OH",Ohio,0
Patrolman,Charles Grady Sheppard,Vehicular assault,"Sunday, April 20, 1975",1975,April,Sunday,"Anderson Police Department, SC",South Carolina,0
Special Agent,Wilmer Fuentes-Villanueva,Gunfire,"Friday, April 25, 1975",1975,April,Friday,"Puerto Rico Police Department, PR",Puerto Rico,0
Investigator,Claude Everett Seymour,Automobile crash,"Friday, April 25, 1975",1975,April,Friday,"Virginia State Police, VA",Virginia,0
Officer,Michael David Stewart,Gunfire,"Sunday, April 27, 1975",1975,April,Sunday,"Jacksonville Sheriff's Office, FL",Florida,0
Special Agent,John H. Jack Horst,Heart attack,"Monday, April 28, 1975",1975,April,Monday,"Chicago and Northwestern Railroad Police Department, RR",United States,0
Special Agent,Jimmie Allen Barnett,Struck by train,"Tuesday, April 29, 1975",1975,April,Tuesday,"Atchison, Topeka and Santa Fe Railroad Police Department, RR",United States,0
Special Agent,Renault Rene Bayhi,Gunfire,"Tuesday, April 29, 1975",1975,April,Tuesday,"United States Department of the Treasury - United States Customs Service, US",United States,0
Policeman,Ismael Cruz-Torres,Automobile crash,"Thursday, May 1, 1975",1975,May,Thursday,"Puerto Rico Police Department, PR",Puerto Rico,0
Correctional Officer,Irving Gonzalez,Gunfire,"Saturday, May 3, 1975",1975,May,Saturday,"Puerto Rico Department of Corrections and Rehabilitation, PR",Puerto Rico,0
Sergeant,Willis R. Haralson,Gunfire,"Sunday, May 4, 1975",1975,May,Sunday,"Cordele Police Department, GA",Georgia,0
Trooper,James David Young,Gunfire,"Sunday, May 4, 1975",1975,May,Sunday,"Georgia State Patrol, GA",Georgia,0
Policeman,Jose M. Valentin-Hernandez,Drowned,"Sunday, May 4, 1975",1975,May,Sunday,"Puerto Rico Police Department, PR",Puerto Rico,0
Lieutenant,Harold Roy Berg,Drowned,"Saturday, May 10, 1975",1975,May,Saturday,"Oregon State Police, OR",Oregon,0
Sheriff,Conner Grafton Spivey,Heart attack,"Saturday, May 10, 1975",1975,May,Saturday,"Limestone County Sheriff's Office, TX",Texas,0
Deputy Sheriff,Harvey L. Middleton,Gunfire,"Sunday, May 11, 1975",1975,May,Sunday,"Berkeley County Sheriff's Office, SC",South Carolina,0
Sergeant,David Lee Lilly,Gunfire,"Monday, May 12, 1975",1975,May,Monday,"Beckley Police Department, WV",West Virginia,0
Pilot Officer,Bernard Livingston Carter,Aircraft accident,"Wednesday, May 14, 1975",1975,May,Wednesday,"Colorado Springs Police Department, CO",Colorado,0
Police Officer,"Joseph Pickens Brunson, Jr.",Motorcycle crash,"Thursday, May 15, 1975",1975,May,Thursday,"Mobile Police Department, AL",Alabama,0
Patrolman,Robert T. Tobias,Struck by vehicle,"Saturday, May 17, 1975",1975,May,Saturday,"Manchester Township Police Department, NJ",New Jersey,0
Policeman,Rafael Hernandez-Vazquez,Gunfire,"Saturday, May 17, 1975",1975,May,Saturday,"Puerto Rico Police Department, PR",Puerto Rico,0
Lieutenant,William L. Emerson,Heart attack,"Monday, May 19, 1975",1975,May,Monday,"Boca Raton Police Department, FL",Florida,0
Police Officer,Joseph P. Joey Cali,Gunfire,"Tuesday, May 20, 1975",1975,May,Tuesday,"Chicago Police Department, IL",Illinois,0
Deputy Sheriff,Randal Kent Richter,Gunfire,"Thursday, May 22, 1975",1975,May,Thursday,"Montgomery County Sheriff's Office, OH",Ohio,0
Patrolman,Mark C. DeCuypere,Gunfire,"Thursday, May 22, 1975",1975,May,Thursday,"Hampton Police Department, VA",Virginia,0
Police Officer,Ronald Lee Trumbette,Gunfire,"Friday, May 23, 1975",1975,May,Friday,"Philadelphia Police Department, PA",Pennsylvania,0
Patrolman,"Manuel Farmer, III",Gunfire,"Sunday, May 25, 1975",1975,May,Sunday,"East St. Louis Police Department, IL",Illinois,0
Investigator,Kenneth James McDonald,Gunfire (Inadvertent),"Monday, May 26, 1975",1975,May,Monday,"Madison County Sheriff's Office, AL",Alabama,0
Trooper,"Milton Veasily Purnell, Jr.",Automobile crash,"Thursday, May 29, 1975",1975,May,Thursday,"Maryland State Police, MD",Maryland,0
Patrolman,Philip Patrick Maher,Heart attack,"Thursday, May 29, 1975",1975,May,Thursday,"Cleveland Division of Police, OH",Ohio,0
Deputy Sheriff,Michael Joseph Edwards,Automobile crash,"Friday, May 30, 1975",1975,May,Friday,"Imperial County Sheriff's Office, CA",California,0
Reserve Captain,Jack Conrad Renigar,Gunfire,"Friday, May 30, 1975",1975,May,Friday,"Forsyth County Sheriff's Office, NC",North Carolina,0
Corporal,Marcius Bruce Lee,Vehicle pursuit,"Saturday, May 31, 1975",1975,May,Saturday,"Phenix City Police Department, AL",Alabama,0
Deputy Sheriff,Wayne Harold Gaither,Gunfire,"Saturday, May 31, 1975",1975,May,Saturday,"Davie County Sheriff's Office, NC",North Carolina,0
Deputy Sheriff,"Arthur Owens, Jr.",Heart attack,"Tuesday, June 3, 1975",1975,June,Tuesday,"Buchanan County Sheriff's Office, VA",Virginia,0
Trooper,John Wayne Hutchinson,Gunfire,"Wednesday, June 4, 1975",1975,June,Wednesday,"Kentucky State Police, KY",Kentucky,0
Deputy Sheriff,Walter Q. Eckert,Gunfire,"Wednesday, June 4, 1975",1975,June,Wednesday,"Travis County Sheriff's Office, TX",Texas,0
Patrolman,Arthur G. Abrams,Gunfire (Inadvertent),"Thursday, June 5, 1975",1975,June,Thursday,"Alorton Police Department, IL",Illinois,0
Deputy Sheriff,"Richard Kyle Hardesty, Jr.",Struck by train,"Thursday, June 5, 1975",1975,June,Thursday,"Victoria County Sheriff's Office, TX",Texas,0
Police Officer,Leland Dale Anderson,Gunfire,"Friday, June 6, 1975",1975,June,Friday,"Austin Police Department, TX",Texas,0
Constable,Earl Franklin Andy Andrews,Gunfire,"Saturday, June 7, 1975",1975,June,Saturday,"Tarrant County Constable's Office - Precinct 8, TX",Texas,0
Deputy Sheriff,Robert O. Moore,Fire,"Monday, June 9, 1975",1975,June,Monday,"Seminole County Sheriff's Office, FL",Florida,0
Police Officer,Perfecto Pete Medrano,Vehicle pursuit,"Wednesday, June 11, 1975",1975,June,Wednesday,"Sanger Police Department, CA",California,0
Patrolman,Jerry R. Ivey,Gunfire,"Friday, June 13, 1975",1975,June,Friday,"Salina Police Department, KS",Kansas,0
Patrolman,Jerry Dean Huskey,Gunfire,"Saturday, June 14, 1975",1975,June,Saturday,"Gatlinburg Police Department, TN",Tennessee,0
Officer,Gilbert Richard Chavez,Gunfire,"Monday, June 16, 1975",1975,June,Monday,"Phoenix Police Department, AZ",Arizona,0
Trooper,"Mart Hudson, Jr.",Vehicular assault,"Monday, June 16, 1975",1975,June,Monday,"Maryland State Police, MD",Maryland,0
Police Officer,Johnny Orville Harris,Gunfire,"Wednesday, June 25, 1975",1975,June,Wednesday,"Muskegon Heights Police Department, MI",Michigan,0
Special Agent,Jack R. Coler,Gunfire,"Thursday, June 26, 1975",1975,June,Thursday,"United States Department of Justice - Federal Bureau of Investigation, US",United States,0
Special Agent,Ronald A. Williams,Gunfire,"Thursday, June 26, 1975",1975,June,Thursday,"United States Department of Justice - Federal Bureau of Investigation, US",United States,0
Officer,Adolfo M. Hernandez,Aircraft accident,"Friday, June 27, 1975",1975,June,Friday,"California Highway Patrol, CA",California,0
Officer,Frederick W. Enright,Aircraft accident,"Friday, June 27, 1975",1975,June,Friday,"California Highway Patrol, CA",California,0
